0.000	0.0981	0.0264	0.8162	-0.6794	1.0763	-1.1527
0.000	0.1016	0.0308	0.8152	-3.0076	1.8550	0.1145
0.019	0.1062	0.0288	0.8389	-6.3969	2.6183	0.5725
0.038	0.1040	0.0430	0.8438	-12.0229	3.8779	1.3511
0.056	0.0796	0.0137	0.8418	-6.9313	3.2672	-0.0992
0.075	0.0940	0.0430	0.8496	-3.0382	0.4580	-0.1832
0.093	0.1052	0.0325	0.8430	-0.5954	0.9618	-1.8244
0.112	0.1023	0.0220	0.8564	-5.0382	0.7557	1.3740
0.130	0.0996	0.0010	0.8484	-4.7863	0.1374	0.8473
0.149	0.0959	0.0132	0.8125	0.9389	-0.6412	0.0763
0.167	0.0798	0.0088	0.8201	2.9389	-0.7099	0.1145
0.185	0.1040	0.0107	0.8433	-0.7328	-0.5420	0.0840
0.204	0.0952	0.0127	0.8137	-4.1450	1.6336	-1.9237
0.222	0.0942	0.0203	0.8420	-1.9771	0.6183	-0.2595
0.241	0.0911	0.0166	0.8486	0.8321	-0.4809	-0.5954
0.259	0.0823	0.0117	0.8362	-2.4122	-0.2824	-1.0458
0.278	0.0969	0.0198	0.8376	-6.3817	1.0611	-0.4885
0.296	0.0991	0.0286	0.8472	-1.5878	-0.4275	-0.3893
0.315	0.0991	0.0254	0.8416	0.3969	-1.0382	0.1679
0.333	0.1018	0.0256	0.8430	2.5344	-1.3282	0.0687
0.352	0.1038	0.0002	0.8167	-1.9466	0.2366	0.3130
0.370	0.1079	0.0217	0.8352	-0.3588	-0.5344	0.7710
0.389	0.1030	0.0217	0.8318	-1.5496	1.0763	0.4580
0.407	0.0945	0.0281	0.8413	-0.2748	-0.0382	0.1908
0.425	0.0781	0.0234	0.8154	-1.8397	3.8092	0.8015
0.444	0.0898	-0.0068	0.8350	-6.3282	2.3435	1.4046
0.462	0.0920	0.0129	0.8308	-1.4580	1.2443	1.1756
0.481	0.0955	0.0220	0.8633	0.9008	-0.5115	1.8015
0.499	0.0862	0.0195	0.8274	0.7176	-0.2595	1.0382
0.518	0.0918	0.0112	0.8555	-2.9237	0.3435	0.1832
0.536	0.0935	0.0000	0.8352	-4.5191	0.0305	-0.0687
0.555	0.0913	0.0251	0.8438	-1.5573	-0.5191	-0.0992
0.573	0.0962	0.0193	0.8257	-1.1832	-0.6336	0.4198
0.592	0.0938	0.0034	0.8284	2.3206	0.4733	-0.2672
0.610	0.0989	0.0071	0.8560	3.2977	-2.1069	-0.4198
0.628	0.0911	0.0044	0.8120	-1.9160	-0.3893	-1.8702
0.647	0.0911	0.0151	0.8252	0.0992	0.8855	-0.3435
0.665	0.0942	0.0305	0.8572	1.3588	0.1832	-0.0763
0.684	0.1062	0.0342	0.8518	1.7786	-0.8931	0.3130
0.702	0.0828	0.0081	0.8423	1.3130	-0.6870	-0.4198
0.721	0.0854	0.0229	0.8552	2.8855	-1.4580	-0.4656
0.739	0.0850	0.0125	0.8289	4.1374	-2.1756	0.0458
0.758	0.0789	0.0046	0.8296	-2.3588	-0.7023	-0.1145
0.776	0.0876	0.0034	0.8362	-0.4427	-0.2519	-2.1756
0.795	0.0884	0.0015	0.8403	-0.0229	-1.4809	-2.8473
0.813	0.0874	0.0117	0.8223	1.0916	-0.8931	-2.3817
0.832	0.0796	0.0242	0.8406	3.2672	-1.1908	-1.6794
0.850	0.0879	0.0166	0.8352	4.3893	-0.9466	-1.4885
0.869	0.0854	0.0310	0.8518	2.8397	-0.5267	-1.4122
0.887	0.0850	0.0227	0.8464	-3.5496	-0.2443	-0.3053
0.905	0.1064	0.0313	0.8384	-1.8321	-0.7099	-0.5115
0.924	0.0886	0.0173	0.8416	-0.9466	-0.5878	-1.2443
0.942	0.0889	0.0212	0.8159	5.2595	-0.2901	-1.3740
0.961	0.0981	0.0327	0.8416	9.2366	-2.3130	-1.2137
0.979	0.0938	0.0227	0.8552	12.3282	-3.0840	-1.7023
0.998	0.0964	0.0286	0.8748	13.4504	-5.0840	-0.7405
1.016	0.0957	0.0288	0.8223	9.0611	-3.9160	-0.1298
1.035	0.0876	0.0291	0.8403	13.2748	-3.3969	-1.2977
1.053	0.0950	0.0425	0.8516	16.7634	-5.3206	-1.2595
1.072	0.0896	0.0483	0.8420	16.7710	-3.4885	-2.1374
1.090	0.0955	0.0527	0.8306	11.2443	-2.4046	-1.7023
1.109	0.1047	0.0667	0.8677	15.5878	-5.4885	-1.1756
1.127	0.0977	0.0640	0.8398	19.5573	-6.5267	-0.0840
1.145	0.1045	0.0828	0.8455	25.6870	-7.3053	-2.0916
1.164	0.1152	0.1069	0.8589	41.2366	-10.8550	-1.3435
1.182	0.1057	0.2063	0.8003	31.1679	-5.4504	-2.0305
1.201	0.0955	0.0771	0.8328	25.4733	-6.2366	-1.6565
1.219	0.1160	0.1328	0.8386	31.8550	-7.0916	-0.9771
1.238	0.0962	0.1243	0.8218	18.3053	-4.4962	0.0458
1.256	0.1123	0.1128	0.8037	16.4122	-2.8931	-0.3206
1.275	0.1104	0.1838	0.8076	35.5115	-2.8244	0.8092
1.293	0.1201	0.1582	0.8242	25.7481	-1.3893	1.8473
1.312	0.1257	0.1492	0.8853	36.8397	-6.1908	-4.0000
1.330	0.1165	0.1104	0.8494	53.7786	-10.0992	-10.3206
1.348	0.1150	0.2214	0.7710	59.1908	-2.2901	-3.1374
1.367	0.1182	0.1401	0.9172	25.8244	-5.8931	-9.2214
1.385	0.1108	0.2034	0.8015	13.3588	-1.2214	-3.4122
1.404	0.1230	0.2153	0.8291	8.1985	-0.8321	-3.4504
1.422	0.1208	0.2317	0.8352	14.9237	-3.0458	-2.0534
1.441	0.1179	0.2073	0.8313	33.1221	-6.8015	-4.3588
1.459	0.1221	0.2451	0.8032	29.3053	-6.6870	-5.6947
1.478	0.1387	0.2903	0.8225	42.9771	-4.0840	-7.9695
1.496	0.1296	0.3008	0.8105	68.2290	-7.2061	-6.5191
1.515	0.1277	0.2991	0.8057	36.2290	-4.5038	-4.6336
1.533	0.1157	0.2156	0.8052	17.0611	-2.5573	-4.2519
1.552	0.1128	0.2688	0.7976	19.3359	-3.4809	-4.5038
1.570	0.1211	0.2866	0.7896	64.3053	-6.6947	-5.4504
1.589	0.1096	0.3276	0.7830	46.5420	-8.5038	-10.6107
1.607	0.1121	0.2043	0.7842	30.8321	-6.4122	-17.2901
1.626	0.1360	0.4219	0.7849	64.7023	-6.9542	-8.9618
1.644	-0.0164	0.5547	0.6428	226.6641	2.5344	-8.7710
1.662	0.1318	0.4634	0.7229	57.7557	-6.9924	-7.4504
1.681	0.1152	0.3818	0.8306	66.7176	-12.5420	-12.6870
1.699	0.1306	0.3293	0.5593	175.2214	18.6412	-11.6489
1.718	0.1294	0.6021	0.5078	34.4275	-0.1527	-9.0840
1.736	0.1355	0.5149	0.6885	27.7939	-5.6107	-9.3282
1.755	0.1353	0.5046	0.6824	38.0305	-7.6718	-10.8550
1.773	0.1465	0.4626	0.7239	69.0305	-10.1069	-12.2977
1.792	0.1519	0.3911	0.5962	250.1298	-3.8092	-29.4885
1.810	0.1438	0.4656	0.7617	47.1069	-7.1069	-15.5802
1.829	0.1179	0.5598	0.6082	39.3130	-0.1985	-15.9313
1.847	0.1199	0.6104	0.6008	30.8550	2.0000	-4.8015
1.866	0.1223	0.6394	0.6460	11.2290	2.4046	-2.4427
1.884	0.1201	0.6162	0.5959	7.7176	0.2824	-4.3053
1.903	0.1309	0.6506	0.6360	5.4962	-3.4580	-4.8473
1.921	0.1091	0.6138	0.5984	22.1374	-6.9924	-7.6565
1.939	0.1147	0.5898	0.5659	33.9618	-6.4962	-11.8702
1.958	0.1289	0.7297	0.5664	31.9618	-4.4351	-10.4122
1.976	0.1265	0.7200	0.5527	53.3588	-7.4580	-12.6107
1.995	0.2017	0.6128	0.5520	250.1298	21.1298	-13.3511
2.013	0.1294	0.8354	0.3972	43.1221	-6.9084	-14.2366
2.032	0.1135	0.7078	0.5098	27.2366	-6.4198	-15.4122
2.050	0.1245	0.7371	0.4949	1.7786	1.7405	-8.1832
2.069	0.1016	0.7268	0.5339	-6.0992	1.5115	-7.2901
2.087	0.1174	0.7603	0.5061	-9.5954	-0.8779	-5.7481
2.106	0.1003	0.7300	0.4609	10.5115	-3.0305	-3.7710
2.124	0.0967	0.8511	0.2793	26.4046	8.9542	-0.5649
2.143	0.1035	0.7390	0.5024	18.2137	0.6260	-2.9160
2.161	0.1079	0.7217	0.4834	25.0000	-1.1298	-4.9924
2.179	0.0969	0.7512	0.5283	21.8397	-1.6412	-7.2061
2.198	0.1028	0.7632	0.4858	26.7710	-0.0992	-8.3969
2.216	0.1021	0.7764	0.4697	8.6641	3.0992	-4.4046
2.235	0.0950	0.7549	0.4668	1.4351	4.6107	-4.7023
2.253	0.0886	0.7661	0.4858	11.8702	3.4504	-5.7634
2.272	0.0974	0.7976	0.5173	24.0611	-1.0763	-2.3053
2.290	0.0935	0.7810	0.5010	30.6794	-2.7939	-2.7405
2.309	0.0852	0.7510	0.4512	31.1756	-2.9542	-5.3130
2.327	0.0796	0.7673	0.4299	13.1908	1.9924	-4.6947
2.346	0.0857	0.7681	0.4841	17.9160	-0.2519	-5.1298
2.364	0.0881	0.7913	0.4963	15.6031	-0.9771	-4.4275
2.383	0.0835	0.7898	0.4277	5.2748	0.6336	-4.1450
2.401	0.0823	0.8054	0.4421	10.3511	-1.2366	-2.4656
2.420	0.1069	0.7861	0.4470	0.3588	2.1069	-2.3435
2.438	0.0857	0.8101	0.4470	5.7405	-0.2748	-1.0229
2.456	0.0889	0.7930	0.4636	6.8321	-1.7557	-1.0305
2.475	0.0850	0.7966	0.4136	-1.4885	-1.8855	-3.1374
2.493	0.0852	0.8079	0.4165	-0.6947	2.6031	-2.4427
2.512	0.0862	0.8123	0.4453	5.2519	2.0763	-0.8626
2.530	0.0901	0.7842	0.4358	6.0534	0.3130	-0.9695
2.549	0.0854	0.7954	0.4436	3.7252	1.0763	-1.8931
2.567	0.0842	0.8120	0.4822	-2.7405	-0.9618	-0.6336
2.586	0.0757	0.7781	0.4309	-5.4504	-1.8626	-2.3817
2.604	0.0725	0.7910	0.4272	-3.9160	-1.5725	-2.6870
2.623	0.0637	0.8003	0.4302	-1.6336	-1.0458	-1.3282
2.641	0.0771	0.7871	0.4482	-4.7252	0.3206	-0.9542
2.660	0.0757	0.7832	0.4260	-3.8931	-0.4198	-1.5649
2.678	0.0801	0.8076	0.4314	-1.3130	-0.0153	-0.1527
2.696	0.0750	0.7778	0.4270	-1.7405	0.8244	-0.9542
2.715	0.0898	0.7883	0.4648	-14.5038	0.9618	-0.9160
2.733	0.0784	0.7839	0.4465	-20.0153	-0.6794	-1.2061
2.752	0.0837	0.8037	0.4265	-13.6107	1.7786	-1.6412
2.770	0.0908	0.8174	0.4619	-9.7710	0.9695	0.9160
2.789	0.0813	0.7844	0.4929	-12.0229	-0.4809	1.8702
2.807	0.0710	0.7710	0.4761	-15.1221	-2.6107	1.4275
2.826	0.0754	0.7810	0.4473	-11.7939	-2.7328	0.4733
2.844	0.0632	0.7817	0.4546	-2.8473	-1.8397	1.0458
2.863	0.0835	0.7861	0.4563	-8.3130	-0.6794	1.0611
2.881	0.0732	0.7793	0.4658	-21.5038	1.5878	0.7481
2.899	0.0688	0.8301	0.5579	-36.7176	0.5649	3.9008
2.918	0.0671	0.7559	0.5212	-52.6031	0.7405	-0.5878
2.936	0.0691	0.7363	0.4543	-40.5267	1.9160	-2.2672
2.955	0.0813	0.7214	0.5061	-52.8550	5.2901	-1.9389
2.973	0.0894	0.7107	0.5159	-65.7405	4.3435	-0.3740
2.992	0.0923	0.7217	0.5461	-50.9695	2.0687	0.4962
3.010	0.0913	0.7397	0.5562	-35.4427	-1.6260	2.6489
3.029	0.0889	0.7576	0.6001	-36.9237	-0.2137	4.8015
3.047	0.0830	0.7317	0.5481	-46.4962	2.5420	2.7863
3.066	0.0801	0.6638	0.5696	-64.7481	3.5267	1.9618
3.084	0.0864	0.6333	0.5615	-51.1145	4.3053	-0.8473
3.103	0.0635	0.6733	0.6331	-47.7786	1.5115	3.5878
3.121	0.0703	0.5828	0.5984	-61.2595	2.6031	0.9313
3.140	0.0762	0.6780	0.6372	-22.2290	-0.3969	6.1298
3.158	0.0708	0.5876	0.6150	-23.2519	1.8244	3.4809
3.176	0.0701	0.5793	0.6213	-36.2748	4.8855	2.2366
3.195	0.0732	0.6182	0.6677	-52.9389	4.9771	4.3588
3.213	0.0640	0.5474	0.6340	-42.5802	4.4351	3.0000
3.232	0.0764	0.5979	0.6301	-55.6412	5.3969	3.3053
3.250	0.0715	0.5708	0.6514	-70.8855	6.5954	0.9313
3.269	0.0713	0.5725	0.6870	-41.2290	0.0382	2.9771
3.287	0.0496	0.5049	0.6797	-50.7252	2.7405	1.6718
3.306	0.0642	0.4763	0.7234	-39.1145	1.6031	2.2519
3.324	0.0750	0.5737	0.7000	-60.4198	3.6565	2.7634
3.343	0.0950	0.5552	0.6230	-111.9618	2.3435	2.9847
3.361	0.0703	0.4131	0.7483	-66.4962	2.4427	-2.9771
3.380	0.0935	0.6055	0.7002	-33.8244	6.7786	5.6183
3.398	0.0723	0.2295	0.8704	-107.9847	-3.9924	-6.7939
3.416	0.0688	0.3406	0.8342	-60.1908	0.1908	-0.5038
3.435	0.0654	0.3608	0.7952	-49.9313	1.8779	0.6794
3.453	0.0632	0.4478	0.6990	-96.6183	5.5344	-0.1450
3.472	0.0513	0.3147	0.7388	-137.3282	4.5344	-7.9008
3.490	0.0322	0.2178	0.8740	-120.3130	-2.8550	-6.0305
3.509	0.0535	0.2263	0.8425	-55.9313	0.8092	2.4656
3.527	0.0557	0.2244	0.8679	-34.1756	-3.1679	4.3817
3.546	0.0559	0.2078	0.8242	-14.4046	-6.1603	7.2748
3.564	0.0500	0.1721	0.7903	-22.2595	-2.5878	7.2366
3.583	0.0583	0.1780	0.8149	-27.5420	-1.1679	5.1069
3.601	0.0542	0.1584	0.8230	-44.9466	-1.0611	2.0458
3.620	0.0508	0.1499	0.8413	-62.1908	-1.1603	-10.1908
3.638	0.0564	0.1387	0.8694	-25.4733	-4.6107	3.1603
3.657	0.0686	0.1641	0.8560	-31.9466	-2.0000	8.8321
3.675	0.0635	0.1255	0.8213	-45.1450	-0.6565	8.7328
3.693	0.0696	0.2639	0.7715	-19.3206	0.1527	6.6641
3.712	0.0776	0.1292	0.8384	-26.5267	-3.1298	3.0992
3.731	0.0559	0.0940	0.8115	-25.4427	-1.2824	4.0916
3.749	0.0688	0.0984	0.8210	-56.9847	0.0000	3.4656
3.768	0.0869	0.2104	0.7483	-30.2061	3.7863	4.7023
3.786	0.0547	0.0498	0.8594	-27.4733	-4.1985	0.9084
3.805	0.0657	0.0310	0.8406	-43.8626	-2.4656	-8.7405
3.823	0.0513	-0.0105	0.8176	-13.9008	1.6870	-1.3130
3.842	0.0769	0.0178	0.8657	-2.7939	-3.8168	2.6336
3.860	0.0630	-0.0129	0.8467	-13.5725	-1.8092	1.3511
3.879	0.0576	-0.0186	0.8210	-22.0382	-1.1603	-1.4656
3.897	0.0496	0.0071	0.8418	-25.7939	1.3664	-1.7328
3.916	0.0669	0.0039	0.8337	-14.7252	0.5878	0.3206
3.934	0.0708	0.0093	0.8350	-4.2901	-1.7099	-0.2672
